Month,GMT,Roadside,Background
01/09/2016,22:00,53.5,33.9
01/09/2016,23:00,48.4,30.7
01/10/2016,00:00,43.8,29
01/10/2016,01:00,38.6,27
01/10/2016,02:00,35.5,24.7
01/10/2016,03:00,36.2,24
01/10/2016,04:00,42.1,26
01/10/2016,05:00,55.4,32.4
01/10/2016,06:00,65.7,39.4
01/10/2016,07:00,68.3,41.9
01/10/2016,08:00,65.5,38.5
01/10/2016,09:00,62.8,34.1
01/10/2016,10:00,60,30.2
01/10/2016,11:00,58.6,27.6
01/10/2016,12:00,58,26.6
01/10/2016,13:00,59.3,26.3
01/10/2016,14:00,61.6,27.6
01/10/2016,15:00,64.6,30.3
01/10/2016,16:00,69.1,35.2
01/10/2016,17:00,74.8,41.9
01/10/2016,18:00,75.1,46.2
01/10/2016,19:00,70.1,46
01/10/2016,20:00,64.9,43.4
01/10/2016,21:00,61.5,40.3
01/10/2016,22:00,56.8,36.6
01/10/2016,23:00,50.5,32.8
01/11/2016,00:00,53.1,36
01/11/2016,01:00,45.3,32.3
01/11/2016,02:00,39.7,28.3
01/11/2016,03:00,37.2,26.4
01/11/2016,04:00,38.4,26.6
01/11/2016,05:00,45.9,29.6
01/11/2016,06:00,62.3,37
01/11/2016,07:00,74.6,45.9
01/11/2016,08:00,77.1,49
01/11/2016,09:00,76.1,46.5
01/11/2016,10:00,72.7,42.4
01/11/2016,11:00,69.6,39
01/11/2016,12:00,67.4,36.5
01/11/2016,13:00,67.2,35.6
01/11/2016,14:00,69.4,37.1
01/11/2016,15:00,76,42.5
01/11/2016,16:00,83.8,50
01/11/2016,17:00,87.9,54.9
01/11/2016,18:00,87.9,56.1
01/11/2016,19:00,83.1,55.1
01/11/2016,20:00,75.6,51.4
01/11/2016,21:00,70,48
01/11/2016,22:00,65.8,44.9
01/11/2016,23:00,61.4,41.3
01/12/2016,00:00,62.2,46.6
01/12/2016,01:00,55.5,44
01/12/2016,02:00,49.5,39.9
01/12/2016,03:00,47.2,37.6
01/12/2016,04:00,47.7,37.5
01/12/2016,05:00,52.8,39.5
01/12/2016,06:00,63.6,45.5
01/12/2016,07:00,71.9,51.3
01/12/2016,08:00,76.8,55.2
01/12/2016,09:00,78.4,55.7
01/12/2016,10:00,77.5,53.7
01/12/2016,11:00,75.1,50.3
01/12/2016,12:00,73.3,47.8
01/12/2016,13:00,73.1,46.6
01/12/2016,14:00,74.3,47.7
01/12/2016,15:00,78,51.8
01/12/2016,16:00,83.3,56.6
01/12/2016,17:00,84.8,58.7
01/12/2016,18:00,84.2,59.2
01/12/2016,19:00,81.4,58
01/12/2016,20:00,76.5,55.9
01/12/2016,21:00,71.8,53.2
01/12/2016,22:00,69.2,50.4
01/12/2016,23:00,65.3,47.1
01/01/2017,00:00,60.2,45.8
01/01/2017,01:00,53.6,43.4
01/01/2017,02:00,48.5,39.1
01/01/2017,03:00,46.3,36.7
01/01/2017,04:00,47,36.3
01/01/2017,05:00,54.1,38.8
01/01/2017,06:00,68.1,46.1
01/01/2017,07:00,77.9,54.2
01/01/2017,08:00,81.4,58.3
01/01/2017,09:00,83.4,57.7
01/01/2017,10:00,79.1,53.2
01/01/2017,11:00,75.5,49
01/01/2017,12:00,74.3,46.4
01/01/2017,13:00,73.4,45.5
01/01/2017,14:00,74.5,46.3
01/01/2017,15:00,78.5,50.6
01/01/2017,16:00,85,57
01/01/2017,17:00,88.7,62.2
01/01/2017,18:00,88.6,64.1
01/01/2017,19:00,86.1,63
01/01/2017,20:00,81.2,61.3
01/01/2017,21:00,76.4,58
01/01/2017,22:00,72.8,54.4
01/01/2017,23:00,67.2,50.3
01/02/2017,00:00,40.8,27
01/02/2017,01:00,34,24.3
01/02/2017,02:00,29.7,21.2
01/02/2017,03:00,28.8,20.2
01/02/2017,04:00,31.2,21
01/02/2017,05:00,39.9,25.4
01/02/2017,06:00,55.6,34.4
01/02/2017,07:00,65.6,41.9
01/02/2017,08:00,67,42.9
01/02/2017,09:00,66.1,39.8
01/02/2017,10:00,63,37
01/02/2017,11:00,61.9,34.6
01/02/2017,12:00,60.3,33.4
01/02/2017,13:00,59.6,32.2
01/02/2017,14:00,59.8,32.3
01/02/2017,15:00,61.8,33.5
01/02/2017,16:00,65.4,37.6
01/02/2017,17:00,70.2,43.4
01/02/2017,18:00,71.6,46.2
01/02/2017,19:00,67.6,44.5
01/02/2017,20:00,60.8,40.5
01/02/2017,21:00,54.7,37.4
01/02/2017,22:00,51.1,34
01/02/2017,23:00,46.1,29.3
01/03/2017,00:00,40.7,28.6
01/03/2017,01:00,33.5,25.4
01/03/2017,02:00,29.3,21.4
01/03/2017,03:00,28.7,20.3
01/03/2017,04:00,32.6,21.8
01/03/2017,05:00,42.1,26.6
01/03/2017,06:00,56.3,35.7
01/03/2017,07:00,63,41
01/03/2017,08:00,62.2,38.6
01/03/2017,09:00,59.8,34.4
01/03/2017,10:00,56.6,30.5
01/03/2017,11:00,54.7,28
01/03/2017,12:00,52.7,25.8
01/03/2017,13:00,52.7,25
01/03/2017,14:00,54.2,25.6
01/03/2017,15:00,58.1,27.1
01/03/2017,16:00,60.7,29.5
01/03/2017,17:00,65.4,35.4
01/03/2017,18:00,69.8,42.5
01/03/2017,19:00,69,45.6
01/03/2017,20:00,64.6,44.7
01/03/2017,21:00,59.5,41.6
01/03/2017,22:00,54,37.6
01/03/2017,23:00,48.6,33
01/04/2017,00:00,41.5,29.2
01/04/2017,01:00,36.3,28.3
01/04/2017,02:00,34.9,25.9
01/04/2017,03:00,36.4,25.5
01/04/2017,04:00,44,28.8
01/04/2017,05:00,58,35.9
01/04/2017,06:00,63.6,39.6
01/04/2017,07:00,60.9,37.5
01/04/2017,08:00,56.8,32.2
01/04/2017,09:00,55.3,27.7
01/04/2017,10:00,53,24.2
01/04/2017,11:00,51.4,21.5
01/04/2017,12:00,50.5,20.7
01/04/2017,13:00,50.5,20.7
01/04/2017,14:00,51.6,21.4
01/04/2017,15:00,52.4,22.1
01/04/2017,16:00,53.5,23.6
01/04/2017,17:00,55.6,25.9
01/04/2017,18:00,55.6,29.6
01/04/2017,19:00,55,32.9
01/04/2017,20:00,54.7,34.7
01/04/2017,21:00,55.8,36.1
01/04/2017,22:00,52.8,34.3
01/04/2017,23:00,47.6,31.2
01/05/2017,00:00,35.2,25.3
01/05/2017,01:00,31.2,24.3
01/05/2017,02:00,29.2,22.1
01/05/2017,03:00,31.1,22.7
01/05/2017,04:00,38.2,25.4
01/05/2017,05:00,48.9,30.4
01/05/2017,06:00,54.8,33.5
01/05/2017,07:00,55,32.5
01/05/2017,08:00,54.2,29.9
01/05/2017,09:00,51.9,26.2
01/05/2017,10:00,50.7,24.2
01/05/2017,11:00,51,23.2
01/05/2017,12:00,50.1,22.1
01/05/2017,13:00,50.9,22.8
01/05/2017,14:00,52.3,23.5
01/05/2017,15:00,53.6,24.5
01/05/2017,16:00,53.4,25.3
01/05/2017,17:00,54.1,26.5
01/05/2017,18:00,52.2,27.8
01/05/2017,19:00,51.3,29.6
01/05/2017,20:00,50.8,32
01/05/2017,21:00,49.4,31.9
01/05/2017,22:00,46.1,29.6
01/05/2017,23:00,42.2,27.8
01/06/2017,00:00,33.6,22
01/06/2017,01:00,28.8,21.6
01/06/2017,02:00,27.4,19.7
01/06/2017,03:00,29.2,20.2
01/06/2017,04:00,36,22.2
01/06/2017,05:00,45.7,25.4
01/06/2017,06:00,50.9,27.5
01/06/2017,07:00,51.3,27.1
01/06/2017,08:00,51.2,24.9
01/06/2017,09:00,50.7,22.5
01/06/2017,10:00,49.5,20.5
01/06/2017,11:00,50,19.6
01/06/2017,12:00,50.2,19.3
01/06/2017,13:00,51,19.5
01/06/2017,14:00,53,19.8
01/06/2017,15:00,54.3,20.7
01/06/2017,16:00,54.3,22.1
01/06/2017,17:00,53.7,22.5
01/06/2017,18:00,51.2,23.1
01/06/2017,19:00,47.1,23.7
01/06/2017,20:00,44.6,25.3
01/06/2017,21:00,45.6,26.3
01/06/2017,22:00,44.3,25.6
01/06/2017,23:00,40.2,24.1
01/07/2017,00:00,30.5,21.5
01/07/2017,01:00,25.4,19.6
01/07/2017,02:00,23.6,17
01/07/2017,03:00,25.4,17.3
01/07/2017,04:00,31.6,19.9
01/07/2017,05:00,40.1,23.1
01/07/2017,06:00,44.4,24.4
01/07/2017,07:00,44,23.7
01/07/2017,08:00,43.9,21.7
01/07/2017,09:00,44.3,19.6
01/07/2017,10:00,44.1,18.3
01/07/2017,11:00,45.1,18
01/07/2017,12:00,45.6,18.2
01/07/2017,13:00,47.3,18.4
01/07/2017,14:00,48.4,18.5
01/07/2017,15:00,50.3,19
01/07/2017,16:00,51.2,20
01/07/2017,17:00,51.7,20.9
01/07/2017,18:00,48.8,22.2
01/07/2017,19:00,47.2,23.8
01/07/2017,20:00,46.6,26.1
01/07/2017,21:00,47,27.3
01/07/2017,22:00,43.2,26.5
01/07/2017,23:00,37.7,24
01/08/2017,00:00,33.9,25.7
01/08/2017,01:00,29.4,23.2
01/08/2017,02:00,28,21.2
01/08/2017,03:00,29.1,21.2
01/08/2017,04:00,35.3,23.3
01/08/2017,05:00,46.1,27.4
01/08/2017,06:00,50.9,29.8
01/08/2017,07:00,49.2,29.8
01/08/2017,08:00,47.5,27
01/08/2017,09:00,45.9,23.4
01/08/2017,10:00,45.3,21.4
01/08/2017,11:00,45.5,19.9
01/08/2017,12:00,45.5,19
01/08/2017,13:00,46.1,18.8
01/08/2017,14:00,47.5,19.1
01/08/2017,15:00,48.5,19.4
01/08/2017,16:00,49.8,20.5
01/08/2017,17:00,50.4,21.7
01/08/2017,18:00,50.4,24.7
01/08/2017,19:00,51,29
01/08/2017,20:00,49.8,31.2
01/08/2017,21:00,48.8,31.2
01/08/2017,22:00,46.3,30.4
01/08/2017,23:00,41.8,28.5
01/09/2017,00:00,35.8,26.7
01/09/2017,01:00,31.4,24.2
01/09/2017,02:00,29,21.4
01/09/2017,03:00,29.6,20.7
01/09/2017,04:00,35.3,22.8
01/09/2017,05:00,47.1,28.6
01/09/2017,06:00,54.9,33.4
01/09/2017,07:00,55.4,34.2
01/09/2017,08:00,52.4,30.7
01/09/2017,09:00,49.9,26
01/09/2017,10:00,48.1,23.4
01/09/2017,11:00,47.9,21.9
01/09/2017,12:00,48.7,21.2
01/09/2017,13:00,49.3,21.5
01/09/2017,14:00,51.2,22.8
01/09/2017,15:00,53.5,24.4
01/09/2017,16:00,54.9,26.6
01/09/2017,17:00,58,30.1
01/09/2017,18:00,61,36.1
01/09/2017,19:00,60,38.1
01/09/2017,20:00,54.7,36.7
01/09/2017,21:00,50.8,33.6
01/09/2017,22:00,47.2,31.3
01/09/2017,23:00,41.9,28.6
01/10/2017,00:00,32.3,23.4
01/10/2017,01:00,27.7,20.5
01/10/2017,02:00,25.5,17.4
01/10/2017,03:00,25.9,17.2
01/10/2017,04:00,32.3,19.4
01/10/2017,05:00,44.6,26.1
01/10/2017,06:00,55.2,33.2
01/10/2017,07:00,57.9,36.7
01/10/2017,08:00,54.5,34
01/10/2017,09:00,50.9,29
01/10/2017,10:00,49.4,26.2
01/10/2017,11:00,48.2,24.6
01/10/2017,12:00,47.9,23.4
01/10/2017,13:00,48,23.2
01/10/2017,14:00,49.6,24.3
01/10/2017,15:00,52.3,26.8
01/10/2017,16:00,56.6,31.5
01/10/2017,17:00,61.5,36.2
01/10/2017,18:00,63.4,39.6
01/10/2017,19:00,61,40.1
01/10/2017,20:00,55.3,38
01/10/2017,21:00,51.1,34.6
01/10/2017,22:00,46.6,31.4
01/10/2017,23:00,40.6,27.4
01/11/2017,00:00,47.7,36.1
01/11/2017,01:00,40.4,31.3
01/11/2017,02:00,35.7,27.6
01/11/2017,03:00,33.5,25.3
01/11/2017,04:00,34.5,25.3
01/11/2017,05:00,41.6,28
01/11/2017,06:00,54.9,34.9
01/11/2017,07:00,64.3,42
01/11/2017,08:00,65.5,44.5
01/11/2017,09:00,63.4,42.1
01/11/2017,10:00,60.8,37.6
01/11/2017,11:00,58.3,34.4
01/11/2017,12:00,56.4,32.3
01/11/2017,13:00,55.9,32
01/11/2017,14:00,58,33.7
01/11/2017,15:00,63.6,39.1
01/11/2017,16:00,71,46.8
01/11/2017,17:00,74.4,51.3
01/11/2017,18:00,74.4,52.2
01/11/2017,19:00,71.5,51.5
01/11/2017,20:00,66.4,49.3
01/11/2017,21:00,62.6,46.5
01/11/2017,22:00,59.1,43.4
01/11/2017,23:00,54.3,39.8
01/12/2017,00:00,43.8,31.6
01/12/2017,01:00,37.5,28.2
01/12/2017,02:00,32.4,24.4
01/12/2017,03:00,29.1,21.7
01/12/2017,04:00,29.8,21.3
01/12/2017,05:00,35.4,23.9
01/12/2017,06:00,46,30.6
01/12/2017,07:00,54.7,37.6
01/12/2017,08:00,57.7,40.9
01/12/2017,09:00,58.9,40.1
01/12/2017,10:00,59.2,38.2
01/12/2017,11:00,57.8,36.6
01/12/2017,12:00,57.8,35.7
01/12/2017,13:00,58.5,36
01/12/2017,14:00,60.1,37.5
01/12/2017,15:00,63.5,41.3
01/12/2017,16:00,66.8,45.3
01/12/2017,17:00,67.6,47.1
01/12/2017,18:00,68.6,47.6
01/12/2017,19:00,64.7,45.9
01/12/2017,20:00,59.5,43
01/12/2017,21:00,55.6,40
01/12/2017,22:00,53.4,38.1
01/12/2017,23:00,49.9,34.9
01/01/2018,00:00,34.4,25.5
01/01/2018,01:00,29.7,23.4
01/01/2018,02:00,27.2,20.7
01/01/2018,03:00,26.5,20.2
01/01/2018,04:00,27.9,20.7
01/01/2018,05:00,34.8,23.9
01/01/2018,06:00,47,30.8
01/01/2018,07:00,56.1,38.8
01/01/2018,08:00,59.6,42.2
01/01/2018,09:00,58.9,40.6
01/01/2018,10:00,55.9,36.7
01/01/2018,11:00,52.8,33.1
01/01/2018,12:00,50.3,30.6
01/01/2018,13:00,49.6,29.4
01/01/2018,14:00,49.7,30.3
01/01/2018,15:00,53.8,33.9
01/01/2018,16:00,58.3,38.4
01/01/2018,17:00,60.3,41
01/01/2018,18:00,61,41.7
01/01/2018,19:00,57.1,39.9
01/01/2018,20:00,51.4,36.2
01/01/2018,21:00,47.7,33.7
01/01/2018,22:00,44.5,30.8
01/01/2018,23:00,40.2,27.6
01/02/2018,00:00,42.9,33.2
01/02/2018,01:00,36.8,30.3
01/02/2018,02:00,33,26.5
01/02/2018,03:00,32,25.3
01/02/2018,04:00,34.1,25.9
01/02/2018,05:00,41.9,29.7
01/02/2018,06:00,57.7,39.7
01/02/2018,07:00,67.7,48.2
01/02/2018,08:00,66.9,47.7
01/02/2018,09:00,60.9,41
01/02/2018,10:00,54.1,33.3
01/02/2018,11:00,50.2,29.3
01/02/2018,12:00,49,27.8
01/02/2018,13:00,47.9,26.7
01/02/2018,14:00,48.7,27.7
01/02/2018,15:00,51.8,30.2
01/02/2018,16:00,56.1,34.5
01/02/2018,17:00,61.1,40.9
01/02/2018,18:00,64.6,44.8
01/02/2018,19:00,62.9,45.2
01/02/2018,20:00,59.6,43.9
01/02/2018,21:00,55,40.5
01/02/2018,22:00,52.1,37.9
01/02/2018,23:00,48.3,35.2
01/03/2018,00:00,42.3,33.1
01/03/2018,01:00,35.9,29.6
01/03/2018,02:00,31.9,25.1
01/03/2018,03:00,31.1,23.4
01/03/2018,04:00,34,24.5
01/03/2018,05:00,43.1,30.3
01/03/2018,06:00,55.7,38.1
01/03/2018,07:00,60.9,41.7
01/03/2018,08:00,59.6,40.3
01/03/2018,09:00,57.3,36.4
01/03/2018,10:00,54.3,32.4
01/03/2018,11:00,51.8,29.6
01/03/2018,12:00,51,28.4
01/03/2018,13:00,50.8,28.4
01/03/2018,14:00,50.5,28.8
01/03/2018,15:00,52.1,30.5
01/03/2018,16:00,55.4,33.3
01/03/2018,17:00,58.8,37.8
01/03/2018,18:00,63.9,43.4
01/03/2018,19:00,64.7,46.8
01/03/2018,20:00,60.8,45.2
01/03/2018,21:00,57.4,43
01/03/2018,22:00,53.6,39.4
01/03/2018,23:00,48.7,35.7
01/04/2018,00:00,34,25.2
01/04/2018,01:00,29.4,22.8
01/04/2018,02:00,28.6,21.3
01/04/2018,03:00,30,21.4
01/04/2018,04:00,37,24.9
01/04/2018,05:00,49.3,31.2
01/04/2018,06:00,56.7,35.7
01/04/2018,07:00,55.1,35.2
01/04/2018,08:00,53.1,32.4
01/04/2018,09:00,51.6,29.6
01/04/2018,10:00,50.3,26.8
01/04/2018,11:00,48.7,24.9
01/04/2018,12:00,47.5,24.1
01/04/2018,13:00,47.4,24
01/04/2018,14:00,49.1,24.9
01/04/2018,15:00,49,25.9
01/04/2018,16:00,50.9,27.4
01/04/2018,17:00,53.7,29.9
01/04/2018,18:00,54.4,33.4
01/04/2018,19:00,53.8,35.6
01/04/2018,20:00,52.4,35.4
01/04/2018,21:00,50.4,34.7
01/04/2018,22:00,47.5,32.7
01/04/2018,23:00,42.6,29.3
01/05/2018,00:00,42.5,31.8
01/05/2018,01:00,35.9,27.9
01/05/2018,02:00,33.6,24.7
01/05/2018,03:00,34.6,24.7
01/05/2018,04:00,41,26.9
01/05/2018,05:00,51.3,31.1
01/05/2018,06:00,57.7,33.8
01/05/2018,07:00,57.3,33.5
01/05/2018,08:00,55.9,30.9
01/05/2018,09:00,51.8,27
01/05/2018,10:00,50,23.4
01/05/2018,11:00,49.1,21.8
01/05/2018,12:00,49.5,21.7
01/05/2018,13:00,49.4,21.5
01/05/2018,14:00,50.6,21.9
01/05/2018,15:00,50.4,22.3
01/05/2018,16:00,51.1,23.1
01/05/2018,17:00,52.3,25.1
01/05/2018,18:00,53,29.1
01/05/2018,19:00,53.4,32.9
01/05/2018,20:00,53.9,35.1
01/05/2018,21:00,55.6,37.4
01/05/2018,22:00,53.9,36.7
01/05/2018,23:00,49.6,34.3
01/06/2018,00:00,29.4,19.7
01/06/2018,01:00,25.5,18
01/06/2018,02:00,24.3,16.7
01/06/2018,03:00,25,16.6
01/06/2018,04:00,29.8,17.7
01/06/2018,05:00,38.6,20.2
01/06/2018,06:00,43.7,22.7
01/06/2018,07:00,44.6,23
01/06/2018,08:00,44.7,22
01/06/2018,09:00,43,19.8
01/06/2018,10:00,42,18.1
01/06/2018,11:00,42.4,17.5
01/06/2018,12:00,43.4,16.8
01/06/2018,13:00,44.1,17
01/06/2018,14:00,45.1,17.4
01/06/2018,15:00,45.5,18.1
01/06/2018,16:00,45.5,18.7
01/06/2018,17:00,45.9,20.1
01/06/2018,18:00,43.6,21.3
01/06/2018,19:00,41.7,23.1
01/06/2018,20:00,41.9,24.9
01/06/2018,21:00,41.6,25.6
01/06/2018,22:00,39.5,24.4
01/06/2018,23:00,35,21.8
01/07/2018,00:00,35.9,24.6
01/07/2018,01:00,31.9,23.2
01/07/2018,02:00,30.3,21.8
01/07/2018,03:00,31.6,22.5
01/07/2018,04:00,37.3,25
01/07/2018,05:00,45.2,28.3
01/07/2018,06:00,49.7,30.1
01/07/2018,07:00,51.1,29.6
01/07/2018,08:00,50.7,27.3
01/07/2018,09:00,49.3,24
01/07/2018,10:00,49.6,21.2
01/07/2018,11:00,50.2,19.6
01/07/2018,12:00,50.5,18.2
01/07/2018,13:00,50.6,18.4
01/07/2018,14:00,51.1,18.2
01/07/2018,15:00,51.2,18.3
01/07/2018,16:00,51.3,19.1
01/07/2018,17:00,51.3,20.2
01/07/2018,18:00,49.1,21.4
01/07/2018,19:00,46.2,22.7
01/07/2018,20:00,45.7,25.5
01/07/2018,21:00,46.2,27
01/07/2018,22:00,44.6,26.9
01/07/2018,23:00,41.5,26.1
01/08/2018,00:00,31,21.1
01/08/2018,01:00,27.2,19.7
01/08/2018,02:00,25.4,17.9
01/08/2018,03:00,25.9,17.9
01/08/2018,04:00,31,19.5
01/08/2018,05:00,39.1,23
01/08/2018,06:00,42.9,25
01/08/2018,07:00,42.2,23.9
01/08/2018,08:00,40.9,21.6
01/08/2018,09:00,39.8,18.9
01/08/2018,10:00,40.1,17.8
01/08/2018,11:00,40.5,16.7
01/08/2018,12:00,40.6,15.7
01/08/2018,13:00,41.2,15.9
01/08/2018,14:00,42.5,16.2
01/08/2018,15:00,43.5,16.7
01/08/2018,16:00,44.6,17.5
01/08/2018,17:00,45.8,19.2
01/08/2018,18:00,44.3,21.2
01/08/2018,19:00,43.9,24.3
01/08/2018,20:00,43.2,26.4
01/08/2018,21:00,42.3,26.1
01/08/2018,22:00,40.3,25.5
01/08/2018,23:00,37,24
01/09/2018,00:00,36.8,27.2
01/09/2018,01:00,32.5,25
01/09/2018,02:00,29.8,22.6
01/09/2018,03:00,28.8,21.4
01/09/2018,04:00,33.1,22.8
01/09/2018,05:00,42.3,26.9
01/09/2018,06:00,50.1,31.2
01/09/2018,07:00,51.3,32.9
01/09/2018,08:00,49.9,31.2
01/09/2018,09:00,46.5,25.9
01/09/2018,10:00,42.1,20.6
01/09/2018,11:00,41.2,18.2
01/09/2018,12:00,41.8,17.3
01/09/2018,13:00,41.9,17
01/09/2018,14:00,42.6,17.4
01/09/2018,15:00,44.2,18.4
01/09/2018,16:00,47,20.6
01/09/2018,17:00,51.5,25.3
01/09/2018,18:00,55.7,32.9
01/09/2018,19:00,55,35.9
01/09/2018,20:00,51.8,35.4
01/09/2018,21:00,49.8,34.6
01/09/2018,22:00,46.4,31.9
01/09/2018,23:00,41.6,29.2
01/10/2018,00:00,34.3,25.8
01/10/2018,01:00,29.7,23.1
01/10/2018,02:00,27.5,20.7
01/10/2018,03:00,27.5,20.4
01/10/2018,04:00,32.6,22.6
01/10/2018,05:00,43.3,28.4
01/10/2018,06:00,53,34.9
01/10/2018,07:00,55.7,37.8
01/10/2018,08:00,54.6,36.2
01/10/2018,09:00,50.8,31.7
01/10/2018,10:00,47.3,27.3
01/10/2018,11:00,45.7,23.8
01/10/2018,12:00,44.7,22.2
01/10/2018,13:00,45.5,22.3
01/10/2018,14:00,47.1,23.2
01/10/2018,15:00,49.7,25.8
01/10/2018,16:00,54.7,31.1
01/10/2018,17:00,61.2,39
01/10/2018,18:00,63.1,42.7
01/10/2018,19:00,59.3,41.5
01/10/2018,20:00,53.9,38.6
01/10/2018,21:00,50.2,36
01/10/2018,22:00,46,32.7
01/10/2018,23:00,41.2,29.4
